,Unnamed: 0,lat,lon,classification
0,0,58.5868961086126,-4.000377669325679,5
1,1,58.432596936239634,-3.9444541445967607,0
2,2,58.58604790481982,-3.8926423727481794,0
3,3,58.44025557127531,-4.059820232699173,6
4,4,58.42238278721474,-3.895329210867566,3
5,5,58.51481047304594,-4.005515972085695,1
6,6,58.53125147336628,-4.0267564506245686,5
7,7,58.51243829048985,-3.844010741551687,5
8,8,58.47982796734091,-3.8358922345049695,6
9,9,58.59085138362131,-3.880777509122737,6
10,10,58.54590390693793,-3.924915172650904,0
11,11,58.480779400814335,-3.877739483891213,0
12,12,58.50315752208434,-4.084422244822788,0
13,13,58.47030019126022,-3.924603388223081,0
14,14,58.57795999761047,-3.9788751093555,0
15,15,58.51842381814451,-4.011015887355859,0
16,16,58.58220985224099,-3.897275408076406,0
17,17,58.42422692496838,-3.8305071598632447,0
18,18,58.41564455946831,-3.8554504444558,0
19,19,58.442288915534704,-3.9858932418196815,3
20,20,58.577359050734906,-3.973854146598558,6
21,21,58.5436409581949,-3.9884600336912457,6
22,22,58.58855571714003,-3.828170018065744,6
23,23,58.57726359986907,-3.8101178312557007,6
24,24,58.43606991864024,-3.868297923628357,6
25,25,58.55363945002943,-4.067480127359817,6
26,26,58.56450923124122,-3.899996977156697,6
27,27,58.5852979243331,-3.890390969806526,6
28,28,58.42870846674126,-3.850503210234381,6
29,29,58.53650814097077,-3.8981337640128375,6
30,30,58.40477390374818,-3.86552619348432,0
31,31,58.440040491347375,-4.041099819445836,0
32,32,58.55053103252356,-4.007070033315578,0
33,33,58.5513651724492,-3.841991329000512,0
34,34,58.46631614809168,-4.08322377552313,0
35,35,58.5176741613505,-4.053818511654381,0
36,36,58.552366333106015,-3.9712623184180615,0
37,37,58.41002864874687,-3.900768531324922,0
38,38,58.52533803046085,-3.802975102408632,0
39,39,58.58140868487363,-4.055898233110181,0
40,40,58.56575969206588,-3.880707059379165,0
41,41,58.55733704992228,-3.817615074087205,0
42,42,58.5081039924824,-4.049035358194394,0
43,43,58.56616557854295,-4.0240510501999065,0
44,44,58.54693865669484,-4.013246358421215,0
45,45,58.50981070069096,-4.094362345000893,0
46,46,58.538626234360336,-3.9207590647257247,0
47,47,58.50906064823693,-3.923654280482737,0
48,48,58.53215545330032,-3.818559473270832,0
49,49,58.596083143328016,-4.026079462552637,0
50,50,58.40602340526584,-4.033467154553214,2
51,51,58.52203068744762,-3.970913302834445,2
52,52,58.4758839886466,-3.970110088819344,2
53,53,58.4996611991794,-3.914384559527716,3
54,54,58.470220873567406,-3.981673051120754,2
55,55,58.4995339741551,-3.876055497598789,3
56,56,58.44639842247339,-3.956220171963342,2
57,57,58.46113778334684,-4.093037588227735,2
58,58,58.49406744988471,-3.9071131280056814,2
59,59,58.47370128009129,-4.032285971693378,6
60,0,58.5868961086126,-4.000377669325679,5
61,1,58.432596936239634,-3.9444541445967607,0
62,2,58.58604790481982,-3.8926423727481794,0
63,3,58.44025557127531,-4.059820232699173,6
64,4,58.42238278721474,-3.895329210867566,3
65,5,58.51481047304594,-4.005515972085695,1
66,6,58.53125147336628,-4.0267564506245686,5
67,7,58.51243829048985,-3.844010741551687,5
68,8,58.47982796734091,-3.8358922345049695,6
69,9,58.59085138362131,-3.880777509122737,6
70,10,58.54590390693793,-3.924915172650904,0
71,11,58.480779400814335,-3.877739483891213,0
72,12,58.50315752208434,-4.084422244822788,0
73,13,58.47030019126022,-3.924603388223081,0
74,14,58.57795999761047,-3.9788751093555,0
75,15,58.51842381814451,-4.011015887355859,0
76,16,58.58220985224099,-3.897275408076406,0
77,17,58.42422692496838,-3.8305071598632447,0
78,18,58.41564455946831,-3.8554504444558,0
79,19,58.442288915534704,-3.9858932418196815,3
80,20,58.577359050734906,-3.973854146598558,6
81,21,58.5436409581949,-3.9884600336912457,6
82,22,58.58855571714003,-3.828170018065744,6
83,23,58.57726359986907,-3.8101178312557007,6
84,24,58.43606991864024,-3.868297923628357,6
85,25,58.55363945002943,-4.067480127359817,6
86,26,58.56450923124122,-3.899996977156697,6
87,27,58.5852979243331,-3.890390969806526,6
88,28,58.42870846674126,-3.850503210234381,6
89,29,58.53650814097077,-3.8981337640128375,6
90,30,58.40477390374818,-3.86552619348432,0
91,31,58.440040491347375,-4.041099819445836,0
92,32,58.55053103252356,-4.007070033315578,0
93,33,58.5513651724492,-3.841991329000512,0
94,34,58.46631614809168,-4.08322377552313,0
95,35,58.5176741613505,-4.053818511654381,0
96,36,58.552366333106015,-3.9712623184180615,0
97,37,58.41002864874687,-3.900768531324922,0
98,38,58.52533803046085,-3.802975102408632,0
99,39,58.58140868487363,-4.055898233110181,0
100,40,58.56575969206588,-3.880707059379165,0
101,41,58.55733704992228,-3.817615074087205,0
102,42,58.5081039924824,-4.049035358194394,0
103,43,58.56616557854295,-4.0240510501999065,0
104,44,58.54693865669484,-4.013246358421215,0
105,45,58.50981070069096,-4.094362345000893,0
106,46,58.538626234360336,-3.9207590647257247,0
107,47,58.50906064823693,-3.923654280482737,0
108,48,58.53215545330032,-3.818559473270832,0
109,49,58.596083143328016,-4.026079462552637,0
110,50,58.40602340526584,-4.033467154553214,2
111,51,58.52203068744762,-3.970913302834445,2
112,52,58.4758839886466,-3.970110088819344,2
113,53,58.4996611991794,-3.914384559527716,3
114,54,58.470220873567406,-3.981673051120754,2
115,55,58.4995339741551,-3.876055497598789,3
116,56,58.44639842247339,-3.956220171963342,2
117,57,58.46113778334684,-4.093037588227735,2
118,58,58.49406744988471,-3.9071131280056814,2
119,59,58.47370128009129,-4.032285971693378,6
120,0,58.5868961086126,-4.000377669325679,5
121,1,58.432596936239634,-3.9444541445967607,0
122,2,58.58604790481982,-3.8926423727481794,0
123,3,58.44025557127531,-4.059820232699173,6
124,4,58.42238278721474,-3.895329210867566,3
125,5,58.51481047304594,-4.005515972085695,1
126,6,58.53125147336628,-4.0267564506245686,5
127,7,58.51243829048985,-3.844010741551687,5
128,8,58.47982796734091,-3.8358922345049695,6
129,9,58.59085138362131,-3.880777509122737,6
130,10,58.54590390693793,-3.924915172650904,0
131,11,58.480779400814335,-3.877739483891213,0
132,12,58.50315752208434,-4.084422244822788,0
133,13,58.47030019126022,-3.924603388223081,0
134,14,58.57795999761047,-3.9788751093555,0
135,15,58.51842381814451,-4.011015887355859,0
136,16,58.58220985224099,-3.897275408076406,0
137,17,58.42422692496838,-3.8305071598632447,0
138,18,58.41564455946831,-3.8554504444558,0
139,19,58.442288915534704,-3.9858932418196815,3
140,20,58.577359050734906,-3.973854146598558,6
141,21,58.5436409581949,-3.9884600336912457,6
142,22,58.58855571714003,-3.828170018065744,6
143,23,58.57726359986907,-3.8101178312557007,6
144,24,58.43606991864024,-3.868297923628357,6
145,25,58.55363945002943,-4.067480127359817,6
146,26,58.56450923124122,-3.899996977156697,6
147,27,58.5852979243331,-3.890390969806526,6
148,28,58.42870846674126,-3.850503210234381,6
149,29,58.53650814097077,-3.8981337640128375,6
150,30,58.40477390374818,-3.86552619348432,0
151,31,58.440040491347375,-4.041099819445836,0
152,32,58.55053103252356,-4.007070033315578,0
153,33,58.5513651724492,-3.841991329000512,0
154,34,58.46631614809168,-4.08322377552313,0
155,35,58.5176741613505,-4.053818511654381,0
156,36,58.552366333106015,-3.9712623184180615,0
157,37,58.41002864874687,-3.900768531324922,0
158,38,58.52533803046085,-3.802975102408632,0
159,39,58.58140868487363,-4.055898233110181,0
160,40,58.56575969206588,-3.880707059379165,0
161,41,58.55733704992228,-3.817615074087205,0
162,42,58.5081039924824,-4.049035358194394,0
163,43,58.56616557854295,-4.0240510501999065,0
164,44,58.54693865669484,-4.013246358421215,0
165,45,58.50981070069096,-4.094362345000893,0
166,46,58.538626234360336,-3.9207590647257247,0
167,47,58.50906064823693,-3.923654280482737,0
168,48,58.53215545330032,-3.818559473270832,0
169,49,58.596083143328016,-4.026079462552637,0
170,50,58.40602340526584,-4.033467154553214,2
171,51,58.52203068744762,-3.970913302834445,2
172,52,58.4758839886466,-3.970110088819344,2
173,53,58.4996611991794,-3.914384559527716,3
174,54,58.470220873567406,-3.981673051120754,2
175,55,58.4995339741551,-3.876055497598789,3
176,56,58.44639842247339,-3.956220171963342,2
177,57,58.46113778334684,-4.093037588227735,2
178,58,58.49406744988471,-3.9071131280056814,2
179,59,58.47370128009129,-4.032285971693378,6
